Título,Precio,Año,Kilometraje,Ubicación,Enlace,Score
Hyundai Tucson Ix-35 2.4l,53900000,2014,103000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1576444983-hyundai-tucson-ix-35-24l-4x4-automatica-2014-excelente-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,34.8
Ford Escape 2.0 Se 4x4,46900000,2014,90000,Ancon Sur - Sabaneta,https://carro.mercadolibre.com.co/MCO-1572559429-ford-escape-20-se-4x4-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,41.7
Ford Escape 2.0 Se 4x4 At,46900000,2014,110000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1572934387-automatica-cojineria-de-cuero-soat-y-tm-hasta-032026-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,38.8
Kia Sorento Xm Natura,53899000,2013,142000,Laureles - Medellín,https://carro.mercadolibre.com.co/MCO-2852523856-kia-sorento-xm-natura-2013-automatico-4x4-7-puestos-_JM#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,24.9
Chevrolet Tracker 1.8 Ltz Awd At 4x4,58900000,2018,45000,Laureles - Medellín,https://carro.mercadolibre.com.co/MCO-1566282721-chevrolet-tracker-ltz-awd-at-4x4-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,57.3
Kia Sportage 2.0 Revolution Diésel 4x4,57900000,2012,151000,La Estrella,https://carro.mercadolibre.com.co/MCO-2860601964-kia-sportage-20-revolution-diesel-4x4-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,16.3
Renault Duster Tripadvisor 4x2 2.0,55000000,2018,54000,Patio Bonito - Medellín,https://carro.mercadolibre.com.co/MCO-1574101749-renault-duster-tripadvisor-4x2-20-automatico-2018-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,58.8
Chevrolet Tracker 1.8 Lt At,50900000,2019,76000,Mayorca - Sabaneta,https://carro.mercadolibre.com.co/MCO-1557971407-chevrolet-tracker-18-lt-at-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,63.0
Volkswagen Tiguan 2.0 Sport & Style,45500000,2012,101000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1566933443-volkswagen-tiguan-20-sport-style-_JM#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,32.2
Ford Escape 2.0 Se 4x2,42900000,2014,114000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2803032496-ford-escape-20-se-4x2-_JM#polycard_client=search-nordic&position=9&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,41.1
Volkswagen Tiguan 2.0 Trend & Fun,43500000,2012,124000,Belén - Medellín,https://carro.mercadolibre.com.co/MCO-2862517284-volkswagen-tiguan-20-trend-fun-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,30.4
Renault Captur 2.0 Intens Automática,54900000,2017,117000,San Diego - Medellín,https://carro.mercadolibre.com.co/MCO-1572075097-renault-captur-20-intens-automatica-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,45.5
Dodge Journey 2.4 Sxt Fl,54900000,2015,58000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2853183698-dodge-journey-24-sxt-fl-2015-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,45.0
Changan Cs15 1.5 Luxury,55000000,2021,50000,Florencia - Medellín,https://carro.mercadolibre.com.co/MCO-1541992405-changan-cs15-15-luxury-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,72.7
Ford Escape 2.0 Se 4x4,49700000,2015,123000,Ancon Sur - Sabaneta,https://carro.mercadolibre.com.co/MCO-2841424148-ford-escape-20-se-4x4-modelo-2015-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,39.4
Kia Sportage 2.0 Revolution Diésel 4x2,62800000,2013,130572,Rionegro,https://carro.mercadolibre.com.co/MCO-1565042339-kia-sportage-20-revolution-diesel-4x2-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,20.1
Renault Koleos 2.5 Dynamique,39999900,2013,75000,Loma Del Escobero - Envigado,https://carro.mercadolibre.com.co/MCO-1579254581-renault-koleos-25-dynamique-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,44.3
Renault Koleos 2.5 Dynamique 4x2,39500000,2013,230000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2751918940-renault-koleos-25-dynamique-4x2-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,22.6
Chevrolet Captiva 2.4 Sport,32900000,2014,56600,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1561203947-chevrolet-captiva-24-sport-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,56.4
Chevrolet Tracker 1.8 Ltz,54899000,2017,107000,Laureles - Medellín,https://carro.mercadolibre.com.co/MCO-1567292265-chevrolet-tracker-ltz-2017-segundo-dueno-automatico-4x4-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,46.9
Chevrolet Tracker 1.8 Ls,32800000,2013,104000,Las Vegas - Envigado,https://carro.mercadolibre.com.co/MCO-2865496976-chevrolet-tracker-18-ls-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,45.3
Hyundai Tucson Ix-35 2.0l 164 Hp 4x2,55000000,2014,98000,Señorial - Envigado,https://carro.mercadolibre.com.co/MCO-1572049279-hyundai-tucson-ix-35-20l-164-hp-4x2-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,34.8
Ford Ecosport 2.0 Freestyle 4x4 At,58900000,2020,90000,Centro - Envigado,https://carro.mercadolibre.com.co/MCO-1575104561-ford-ecosport-freestyle-4x4-20-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,59.8
Renault Duster 2.0 Dynamique 4x4 At,64000000,2019,150000,Itaguí,https://carro.mercadolibre.com.co/MCO-2848916896-renault-duster-20-dynamique-4x4-at-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,43.2
Kia Sportage 2.0 Revolution 158 Hp,62900000,2016,107000,Belén La Palma - Medellín,https://carro.mercadolibre.com.co/MCO-2796461974-kia-sportage-20-revolution-158-hp-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,36.8
Ford Escape 2.0 Se 4x2,42900000,2013,86000,El Carmelo - Sabaneta,https://carro.mercadolibre.com.co/MCO-1565001549-ford-escape-20-se-4x2-_JM#polycard_client=search-nordic&position=14&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,40.7
Renault Koleos 2.5 Dynamique,38900000,2013,179000,San Diego - Medellín,https://carro.mercadolibre.com.co/MCO-2865212438-renault-koleos-25-dynamique-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,30.3
Mazda Cx-5 2.5 Grand Touring 4x4,65000000,2016,57600,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1580428657-mazda-cx-5-25-grand-touring-4x4-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,42.3
Honda Cr-v 2.4 City Plus,47900000,2013,169000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2863405906-honda-cr-v-24-city-plus-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,25.3
Suzuki Grand Vitara 2.4 Sz Glx Sport 4x4,62000000,2018,177000,El Dorado - Envigado,https://carro.mercadolibre.com.co/MCO-1573715041-suzuki-grand-vitara-24-sz-glx-sport-4x4-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,36.3
Ford Escape 2.0 Se 4x4,57000000,2015,126758,Copacabana,https://carro.mercadolibre.com.co/MCO-2862053144-ford-escape-20-se-4x4-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,33.7
Suzuki Ertiga 1.4 Mpv,41900000,2016,148000,Barrio Colombia - Medellín,https://carro.mercadolibre.com.co/MCO-2835173724-suzuki-ertiga-14-mpv-_JM#polycard_client=search-nordic&position=15&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,45.9
Renault Captur 2.0 Intens Automática,55000000,2018,110000,Los Balsos - Medellín,https://carro.mercadolibre.com.co/MCO-1575003141-renault-captur-20-intens-automatica-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,50.8
Nissan X-trail 2.5 X Ltd,47000000,2013,132000,Laureles - Medellín,https://carro.mercadolibre.com.co/MCO-1564253969-nissan-x-trail-25-x-ltd-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,31.2
Volkswagen Tiguan 2.0 Trend &fun Tsi,44000000,2012,160000,Pan De Azucar - Sabaneta,https://carro.mercadolibre.com.co/MCO-1577354915-volkswagen-tiguan-20-trend-fun-tci-2012-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,24.9
Chevrolet Tracker 1.8 Ltz Awd At,58000000,2018,68000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1557542303-chevrolet-tracker-18-ltz-awd-at-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,54.7
Renault Captur 2.0 Intens At,55900000,2017,57000,Belén Loma De Los Bernal - Medellín,https://carro.mercadolibre.com.co/MCO-1550663945-renault-captur-20-intens-at-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,53.3
Dodge Journey 2.4 Se/express Fl,34900000,2012,121000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2834155920-dodge-journey-24-seexpress-fl-_JM#polycard_client=search-nordic&position=7&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,36.9
Renault Koleos 2.5 Dynamique Bose,50900000,2016,98862,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2845217358-renault-koleos-25-dynamique-bose-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,46.5
Chevrolet Tracker 1.8 Ltz Awd At,58000000,2018,46400,El Salvador - Medellín,https://carro.mercadolibre.com.co/MCO-2865230988-chevrolet-tracker-18-ltz-awd-at-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,57.7
Chevrolet Captiva 2.4 Sport,26000000,2012,96100,Bello,https://carro.mercadolibre.com.co/MCO-1577961925-chevrolet-captiva-24-sport-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,46.8
Renault Duster 2.0 Dynamique 4x2,44000000,2015,146000,Alfonso López - Medellín,https://carro.mercadolibre.com.co/MCO-1575886019-renault-duster-20-dynamique-4x2-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,40.2
Nissan Qashqai 2.0l 4wd +2 4x4,52000000,2013,97000,Villagrande - Envigado,https://carro.mercadolibre.com.co/MCO-1573129899-nissan-qashqai-20l-4wd-2-4x4-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,32.6
Dodge Journey 2.4 Se Fl,39900000,2014,108800,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2842045568-dodge-journey-24-se-fl-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,44.0
Renault Koleos 2.5 Dynamique 4x4,37900000,2012,131000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2865242708-renault-koleos-25-dynamique-4x4-_JM#polycard_client=search-nordic&position=12&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,33.4
Ford Ecosport 2.0 Freestyle 4x2,41900000,2015,83300,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2859501782-ford-ecosport-20-freestyle-4x2-_JM#polycard_client=search-nordic&position=6&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,50.6
Renault Captur 2.0 Intens Automática,60000000,2017,67904,La América - Medellín,https://carro.mercadolibre.com.co/MCO-1572590795-renault-captur-20-intens-automatica-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,48.8
Chevrolet Captiva 3.0 Sport,39900000,2016,96100,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2865935844-chevrolet-captiva-sport-_JM#polycard_client=search-nordic&position=8&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,54.7
Nissan Pathfinder 3.5 R52 Sense,64900000,2015,81000,Barrio Colombia - Medellín,https://carro.mercadolibre.com.co/MCO-2806114298-nissan-pathfinder-sense-35-awd-2015-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,34.6
Chevrolet Captiva 2.4 Sport 182 Hp,22900000,2012,138357,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1551416669-chevrolet-captiva-24-sport-182-hp-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,43.0
Honda Wr-v 1.5 Lx,62900000,2019,72000,Ancon Sur - Sabaneta,https://carro.mercadolibre.com.co/MCO-2853928404-honda-wr-v-15-lx-modelo-2019-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,55.1
Chevrolet Tracker 1.8 Ltz Awd At,58000000,2020,68000,Castilla - Medellín,https://carro.mercadolibre.com.co/MCO-1580450165-chevrolet-tracker-18-ltz-awd-at-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,63.6
Chevrolet Captiva 2.4 Sport,34900000,2015,89000,Belén Loma De Los Bernal - Medellín,https://carro.mercadolibre.com.co/MCO-2861130118-chevrolet-captiva-24-sport-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,54.8
Ford Escape 2.0 Se 4x4,46900000,2014,120000,Barrio Colombia - Medellín,https://carro.mercadolibre.com.co/MCO-2841087452-ford-escape-20-se-4x4-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,37.4
Hyundai Santa Fe 2.4 Gls+,61500000,2013,154600,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1577320471-hyundai-santa-fe-24-gls-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,17.7
Ford Escape 2.0 Se 4x2,38000000,2015,105508,Andalucía - Medellín,https://carro.mercadolibre.com.co/MCO-1569564977-ford-escape-20-se-4x2-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,50.3
Nissan Pathfinder 3.5 R52 Exclusive,64000000,2015,105000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1532388533-nissan-pathfinder-35-exclusive-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,31.8
Chevrolet Captiva 2.4 Sport,32000000,2016,82100,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1574276749-chevrolet-captiva-24-sport-2016-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,62.3
Ford Ecosport 2.0 Titanium At,44000000,2014,102000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2838158880-ford-ecosport-20-titanium-at-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,42.0
Ford Ecosport 2.0 Freestyle 4x4 At,57900000,2019,107000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2861746116-ford-ecosport-20-freestyle-4x4-at-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,53.7
Chevrolet Tracker 1.8 Ls At,42900000,2016,95500,San Diego - Medellín,https://carro.mercadolibre.com.co/MCO-2848913434-chevrolet-tracker-18-ls-at-_JM#polycard_client=search-nordic&position=3&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,52.6
Nissan Kicks 1.6 Advance At,60800000,2017,94796,Bello,https://carro.mercadolibre.com.co/MCO-2858679726-nissan-kicks-2017-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,44.4
Ford Escape 2.0 Titanium 245 Hp,63000000,2017,86000,Jardines - Envigado,https://carro.mercadolibre.com.co/MCO-1577002763-ford-escape-20-titanium-245-hp-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,44.1
Renault Koleos 2 2.5 Dynamique,34900000,2014,111000,Belén Granada - Medellín,https://carro.mercadolibre.com.co/MCO-2864197682-renault-koleos-2-25-dynamique-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,47.2
Chevrolet Tracker 1.8 Lt Automática 4x2,47600000,2017,74068,Rionegro,https://carro.mercadolibre.com.co/MCO-2855514234-chevrolet-tracker-18-lt-automatica-4x2-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,56.8
Chevrolet Trailblazer 2.8 Lt,45000000,2014,164000,Perpetuo Socorro - Medellín,https://carro.mercadolibre.com.co/MCO-1568079763-chevrolet-trailblazer-28-lt-_JM#polycard_client=search-nordic&position=16&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,32.5
Suzuki Grand Vitara 2.4 Sz Glx Sport,43500000,2012,116000,Loma Del Escobero - Envigado,https://carro.mercadolibre.com.co/MCO-1579673283-suzuki-grand-vitara-24-sz-glx-sport-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,31.5
Renault Duster 2.0 Dynamique 4x2 At,59900000,2020,78496,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2853891698-renault-duster-20-dynamique-4x2-at-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,60.7
Renault Captur 2.0 Intens Automática,58900000,2019,80000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1564760881-renault-captur-20-intens-automatica-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,56.8
Kia Sportage 2.4 Revolution At 4x4 2013,63000000,2013,98450,La Frontera - Medellín,https://carro.mercadolibre.com.co/MCO-1552428965-kia-sportage-24-revolution-at-4x4-2013-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,24.6
Renault Duster 2.0 Dynamique 4x2,39800000,2014,135900,Villas Del Carmen - Sabaneta,https://carro.mercadolibre.com.co/MCO-2849943662-renault-duster-20-dynamique-4x2-_JM#polycard_client=search-nordic&position=10&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,40.2
Suzuki Grand Vitara 2.4 Sz Glx Sport 4x2,61000000,2017,82000,La América - Medellín,https://carro.mercadolibre.com.co/MCO-2857721110-suzuki-grand-vitara-24-sz-glx-sport-4x2-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,46.1
Renault Captur 2.0 Intens At,54800000,2018,70000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1568661991-renault-captur-20-intens-at-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,56.7
Volkswagen Crossfox 1.6l,51900000,2018,61500,Los Colores - Medellín,https://carro.mercadolibre.com.co/MCO-2865740796-volkswagen-crossfox-16l-_JM#polycard_client=search-nordic&position=2&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,59.9
Renault Duster 2.0 Dynamique 4x2,63000000,2019,29000,Candelaria - Medellín,https://carro.mercadolibre.com.co/MCO-1577986921-renault-duster-20-dynamique-4x2-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,61.1
Kia Sportage 2.0 Revolution Diésel,62900000,2014,160000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2863553260-kia-sportage-20-revolution-diesel-_JM#polycard_client=search-nordic&position=13&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,20.3
Dodge Journey 2.4 Se Fl,43900000,2016,62000,Ancon Sur - Sabaneta,https://carro.mercadolibre.com.co/MCO-1569628435-dodge-journey-24-se-fl-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,56.7
Suzuki Grand Vitara 2.4 Sz Glx Sport,41900000,2013,141000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1580800943-suzuki-grand-vitara-24-sz-glx-sport-_JM#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,33.6
Chevrolet Tracker 1.8 Lt At,39900000,2016,91000,Rionegro,https://carro.mercadolibre.com.co/MCO-1578704303-chevrolet-tracker-18-lt-at-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,55.4
Chevrolet Tracker 1.8 Lt At,47900000,2018,67000,Belén - Medellín,https://carro.mercadolibre.com.co/MCO-1578066723-chevrolet-tracker-18-lt-at-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,62.0
Ford Escape 2.0 Se 4x2,49900000,2014,70000,Barrio Colombia - Medellín,https://carro.mercadolibre.com.co/MCO-2816369486-ford-escape-20-se-4x2-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,42.4
Ford Explorer 3.5 Limited,58900000,2013,132000,Laureles - Medellín,https://carro.mercadolibre.com.co/MCO-1540536181-ford-explorer-35-limited-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,22.7
Chevrolet Tracker 1.8 Ls At,37900000,2016,135000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1576568703-chevrolet-tracker-18-ls-at-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,50.6
Chevrolet Tracker 1.8 Ls,35500000,2013,80900,Aguacatala - Medellín,https://carro.mercadolibre.com.co/MCO-1568146965-chevrolet-tracker-18-ls-_JM#polycard_client=search-nordic&position=5&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,46.7
Chevrolet Captiva 2.4 Sport,32000000,2015,80000,Manrique Central 2 - Medellín,https://carro.mercadolibre.com.co/MCO-2853239784-chevrolet-captiva-24-sport-_JM#polycard_client=search-nordic&position=4&search_layout=grid&type=item&tracking_id=be3070fd-7b24-4244-ac88-5d8c262fc847,58.2
Subaru Tribeca 3.6l Awd,57900000,2013,118000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-1579193635-subaru-tribeca-36l-awd-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=9acaad1b-3980-4688-b3df-d393a4b50dde,25.4
Chevrolet Captiva 2.4 Sport 182 Hp,32500000,2014,78552,Las Palmas - Medellín,https://carro.mercadolibre.com.co/MCO-1573830731-chevrolet-captiva-24-sport-182-hp-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,53.6
Dodge Journey 2.4 Se Fl,49900000,2018,79000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2824084834-dodge-journey-24-se-fl-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,58.9
Ford Escape 2.0 Se 245 Hp 4x2,51900000,2017,83000,El Poblado - Medellín,https://carro.mercadolibre.com.co/MCO-2845941188-ford-escape-20-se-245-hp-4x2-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=81b3f645-e53c-4053-99d7-37fca7207faa,52.4
Kia Sportage 2.4 Revolution 4x4 At,62900000,2013,115200,Las Palmas - Medellín,https://carro.mercadolibre.com.co/MCO-2865763968-kia-sportage-24-revolution-4x4-at-_JM#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=c5081505-b365-4707-a071-316a6bed355b,22.3
Dodge Journey 2.4 Se Fl,35000000,2012,124000,Guayabal - Medellín,https://carro.mercadolibre.com.co/MCO-2858710586-dodge-journey-24-se-fl-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=26ea5e31-1826-4a79-9a44-ca9b5f22afc6,36.4
